Experiment: Apr29_heat_tst_expt vial 6, Fri Apr 29 15:10:06 2022
0.0028,0.0
0.0084,-0.000617188903065724
0.0141,-0.000909770735733062
0.0194,-0.0029455838288736658
0.0251,-0.0004007896032156566
0.0307,0.0007254118748090121
0.0361,-0.0011261641611124418
0.0417,-0.0011261641611124418
0.0474,0.0
0.0528,0.00010820267299749275
0.0584,-0.0005089893389769173
0.0641,0.0013426382664611936
0.0695,0.00043281172203002427
0.0751,-0.0019276995696895227
0.0808,0.00010820267299749275
0.0861,0.0017434580201722838
0.0918,0.0007254118748090121
0.0972,0.0016352463637918646
0.1028,3.2011056564584806e-05
0.1085,-0.0008015737655338029
0.1138,-0.0001843896166722203
0.1195,-0.0022202707824732215
0.1252,-0.0010179675342580907
0.1306,0.0005090004826673322
0.1362,-0.0010941581106518328
0.1419,-0.0020358904937438638
0.1472,-0.0015269345858488492
0.1529,0.00032460853401339307
0.1583,-0.0010179675342580907
0.1639,0.00010820267299749275
0.1696,-0.0016351282754669683
0.175,-0.0011261641611124418
0.1806,-0.0005089893389769173
0.1863,-0.0011261641611124418
0.1917,-0.0016351282754669683
0.1973,-0.0019276995696895227
0.203,-0.0014187407245600525
0.2084,-0.0015269345858488492
0.2139,-0.0017113172065617022
0.2196,-0.0016351282754669683
0.225,-0.0008015737655338029
0.2306,-0.0016351282754669683
0.2363,-0.0004007896032156566
0.2417,-0.000909770735733062
0.2473,-0.0014187407245600525
0.253,0.00040079504410783784
0.2583,-0.001202352486959768
0.264,0.00010820267299749275
0.2696,0.0005090004826673322
0.2751,-0.0008015737655338029
