Experiment: Mar_4_Turb_expt vial 7, Thu Mar  4 17:36:01 2021
0.0012,-19.87552481414319
0.0063,-19.87339636139541
0.0118,-19.872837943145846
0.0175,-19.870709642586093
0.0229,-19.869889610850933
0.0286,-19.873919693446034
0.034,-19.871232929485423
0.0397,-19.87526313877215
0.0451,-19.873919693446034
0.0508,-19.87339636139541
0.0562,-19.87205298087548
0.0619,-19.870412869995683
0.0673,-19.87552481414319
0.073,-19.869627979336457
0.0786,-19.87365802806809
0.084,-19.87716505450756
0.0897,-19.87608324912689
0.0951,-19.87447810489065
0.1007,-19.87824687824839
0.1063,-19.87768845687459
0.112,-19.87339636139541
0.1174,-19.87768845687459
0.1231,-19.871232929485423
0.1285,-19.87339636139541
0.1341,-19.87205298087548
0.1395,-19.875821558583834
0.1452,-19.86776146988283
0.1506,-19.87473978414588
0.1563,-19.871791324195893
0.162,-19.87742675633844
0.1674,-19.87044799719433
0.1729,-19.870709642586093
0.1786,-19.869627979336457
0.184,-19.86776146988283
0.1897,-19.86910471242331
0.1961,-19.870709642586093
0.2007,-19.87473978414588
0.2064,-19.872314636260334
0.2119,-19.87205298087548
0.2174,-19.875821558583834
0.2228,-19.875001462106383
0.2285,-19.86992470252661
0.234,-19.876344938375215
0.2397,-19.875559866746045
0.2452,-19.872611353608985
0.2507,-19.871268006952526
0.2564,-19.873134693428
0.2618,-19.87018635050784
0.2675,-19.87447810489065
0.2729,-19.86910471242331
0.2786,-19.87018635050784
0.284,-19.87339636139541
0.2897,-19.87205298087548
0.2951,-19.871232929485423
0.3007,-19.87473978414588
0.3064,-19.87205298087548
0.3131,-19.87365802806809
0.3173,-19.87473978414588
0.3238,-19.87608324912689
0.3301,-19.87339636139541
0.3341,-19.872576290350455
0.3398,-19.87447810489065
0.3451,-19.876903351381948
0.3508,-19.87205298087548
0.3562,-19.87205298087548
0.3619,-19.872837943145846
0.3673,-19.86992470252661
0.373,-19.87339636139541
0.3786,-19.876344938375215
0.384,-19.87365802806809
0.3897,-19.87018635050784
0.3951,-19.87824687824839
0.4008,-19.875559866746045
0.4065,-19.87742675633844
0.4119,-19.87742675633844
0.4173,-19.873134693428
0.423,-19.87447810489065
0.4284,-19.878508592661827
0.4341,-19.87716505450756
0.4395,-19.87608324912689
0.4452,-19.87339636139541
0.4506,-19.87447810489065
0.4563,-19.87742675633844
0.4619,-19.875559866746045
0.4673,-19.87339636139541
0.473,-19.86910471242331
0.4784,-19.87205298087548
0.4841,-19.87716505450756
0.4896,-19.872349681757385
0.4953,-19.871268006952526
0.5007,-19.875821558583834
0.5063,-19.87205298087548
0.5117,-19.876344938375215
0.5174,-19.87339636139541
0.5231,-19.87044799719433
0.5285,-19.875001462106383
0.5342,-19.87768845687459
0.5396,-19.873919693446034
0.5452,-19.87365802806809
0.5506,-19.873954742495982
0.5563,-19.87044799719433
0.5618,-19.86831980234311
0.5675,-19.873954742495982
0.5729,-19.879032017604505
0.5785,-19.86936634652725
0.5839,-19.872611353608985
0.5896,-19.875298173613523
0.5953,-19.872873024165862
0.6007,-19.873134693428
0.6064,-19.873919693446034
0.6118,-19.87365802806809
0.6175,-19.87473978414588
0.6229,-19.872576290350455
0.6286,-19.87716505450756
0.6342,-19.87608324912689
0.6396,-19.875001462106383
0.6453,-19.873134693428
0.6507,-19.87716505450756
0.6564,-19.873134693428
0.6618,-19.87339636139541
0.6675,-19.879032017604505
0.6729,-19.873134693428
0.6786,-19.877950156116007
0.684,-19.86910471242331
0.6896,-19.875821558583834
0.6953,-19.876344938375215
0.7007,-19.87608324912689
0.7064,-19.87821185406269
0.7118,-19.87473978414588
0.7175,-19.872349681757385
0.7229,-19.87339636139541
0.7286,-19.87742675633844
0.734,-19.876344938375215
0.7397,-19.873134693428
0.7451,-19.87205298087548
0.7508,-19.87608324912689
0.7562,-19.877950156116007
0.7619,-19.870709642586093
0.7675,-19.87205298087548
0.7729,-19.87608324912689
0.7786,-19.871791324195893
0.784,-19.870971286683123
0.7897,-19.87447810489065
0.7953,-19.870709642586093
0.8007,-19.87526313877215
0.8062,-19.87339636139541
0.8119,-19.87526313877215
0.8173,-19.875821558583834
0.823,-19.87205298087548
0.8287,-19.87716505450756
0.8341,-19.86910471242331
0.8397,-19.873134693428
0.8451,-19.87339636139541
0.8508,-19.873134693428
0.8562,-19.873134693428
0.8619,-19.872873024165862
0.8676,-19.87018635050784
0.873,-19.87447810489065
0.8785,-19.875821558583834
0.8841,-19.872576290350455
0.8896,-19.873919693446034
0.8952,-19.875821558583834
0.9007,-19.87339636139541
0.9063,-19.872314636260334
0.912,-19.87339636139541
0.9174,-19.87742675633844
0.9231,-19.87608324912689
0.9285,-19.876344938375215
0.9342,-19.87205298087548
0.9396,-19.87044799719433
0.9453,-19.869627979336457
0.9507,-19.873693059356558
0.9564,-19.870971286683123
0.9618,-19.873134693428
0.9675,-19.87339636139541
0.9731,-19.875559866746045
0.9785,-19.873134693428
0.9842,-19.873134693428
0.9896,-19.874216424340684
0.9953,-19.87608324912689
1.0064,-19.873954742495982
1.0118,-19.881457531356336
1.0174,-19.885226916891277
1.0231,-19.87932872034938
1.0285,-19.875821558583834
1.0342,-19.87152966622158
1.0396,-19.87365802806809
1.0453,-19.87473978414588
1.0507,-19.87447810489065
1.0564,-19.875821558583834
1.0618,-19.87473978414588
1.0675,-19.874216424340684
1.0729,-19.873134693428
1.0786,-19.875559866746045
1.084,-19.875001462106383
1.0897,-19.871006346388747
1.0951,-19.873134693428
1.1008,-19.87205298087548
1.1062,-19.87339636139541
1.1119,-19.874216424340684
1.1176,-19.870971286683123
1.123,-19.87608324912689
1.1287,-19.872314636260334
1.1341,-19.87018635050784
1.1398,-19.880113897453164
1.1451,-19.87044799719433
1.1508,-19.875001462106383
1.1563,-19.87339636139541
1.1619,-19.875821558583834
1.1673,-19.87526313877215
1.173,-19.87552481414319
1.1785,-19.87339636139541
1.1841,-19.87365802806809
1.1896,-19.86776146988283
1.1952,-19.87365802806809
1.2007,-19.871232929485423
1.2064,-19.87152966622158
