Experiment: Mar_4_Turb_expt vial 8, Thu Mar  4 17:36:01 2021
0.0012,-2.0439566182508093
0.0063,-2.0443148379594365
0.0118,-2.0439496405006516
0.0175,-2.0450243450929055
0.0229,-2.0436053903245814
0.0286,-2.044307862854039
0.034,-2.0443008866254266
0.0397,-2.0450173741538147
0.0451,-2.044321811941616
0.0508,-2.0446800415161794
0.0562,-2.044666097718124
0.0619,-2.0435914306579614
0.0673,-2.044321811941616
0.073,-2.0443008866254266
0.0786,-2.0436193454983367
0.084,-2.045368667266507
0.0897,-2.0450173741538147
0.0951,-2.045368667266507
0.1007,-2.0457269449522038
0.1063,-2.046767042032716
0.112,-2.0450313149087807
0.1174,-2.0450313149087807
0.1231,-2.0446730701787597
0.1285,-2.044321811941616
0.1341,-2.0436193454983367
0.1395,-2.0450173741538147
0.1452,-2.042916945763066
0.1506,-2.0443287848005802
0.1563,-2.043977544761984
0.162,-2.044335756536328
0.1674,-2.0446730701787597
0.1729,-2.042909965694708
0.1786,-2.0429029845031326
0.184,-2.0429239247082087
0.1897,-2.0443287848005802
0.1961,-2.04362632140039
0.2007,-2.0439705703814752
0.2064,-2.043261158745387
0.2119,-2.0443287848005802
0.2174,-2.0446800415161794
0.2228,-2.043977544761984
0.2285,-2.0436332961792267
0.234,-2.0446800415161794
0.2397,-2.044335756536328
0.2452,-2.0439845180192764
0.2507,-2.0453895721494977
0.2564,-2.0443287848005802
0.2618,-2.042916945763066
0.2675,-2.0436332961792267
0.2729,-2.0439705703814752
0.2786,-2.044335756536328
0.284,-2.0450104020915068
0.2897,-2.0443427271488592
0.2951,-2.044666097718124
0.3007,-2.044321811941616
0.3064,-2.04362632140039
0.3131,-2.0432820910161795
0.3173,-2.044693980821369
0.3238,-2.0446800415161794
0.3301,-2.044321811941616
0.3341,-2.0439566182508093
0.3398,-2.044687011730382
0.3451,-2.0450452511708814
0.3508,-2.0446800415161794
0.3562,-2.0453895721494977
0.3619,-2.045368667266507
0.3673,-2.043977544761984
0.373,-2.0439845180192764
0.3786,-2.044687011730382
0.384,-2.0436193454983367
0.3897,-2.043977544761984
0.3951,-2.0457269449522038
0.4008,-2.044321811941616
0.4065,-2.0446591241342715
0.4119,-2.0450313149087807
0.4173,-2.044687011730382
0.423,-2.0450313149087807
0.4284,-2.0460921992766226
0.4341,-2.0450313149087807
0.4395,-2.0453756366840534
0.4452,-2.0443287848005802
0.4506,-2.044321811941616
0.4563,-2.043261158745387
0.4619,-2.044687011730382
0.4673,-2.0446730701787597
0.473,-2.0432681372922
0.4784,-2.044321811941616
0.4841,-2.0446800415161794
0.4896,-2.0436332961792267
0.4953,-2.0436402698348473
0.5007,-2.0446800415161794
0.5063,-2.043977544761984
0.5117,-2.044321811941616
0.5174,-2.043977544761984
0.5231,-2.043977544761984
0.5285,-2.0439845180192764
0.5342,-2.0464435378556884
0.5396,-2.0450243450929055
0.5452,-2.0446730701787597
0.5506,-2.044687011730382
0.5563,-2.044335756536328
0.5618,-2.04470094878914
0.5675,-2.0450243450929055
0.5729,-2.0446591241342715
0.5785,-2.0443287848005802
0.5839,-2.0443287848005802
0.5896,-2.0446800415161794
0.5953,-2.0446730701787597
0.6007,-2.0450173741538147
0.6064,-2.0446800415161794
0.6118,-2.0446591241342715
0.6175,-2.044321811941616
0.6229,-2.0446800415161794
0.6286,-2.0453756366840534
0.6342,-2.0450243450929055
0.6396,-2.0450173741538147
0.6453,-2.045038283601439
0.6507,-2.045382604978384
0.6564,-2.0439705703814752
0.6618,-2.0446800415161794
0.6675,-2.045368667266507
