Experiment: Mar_9_turb3_expt vial 13, Tue Mar  9 17:54:12 2021
0.0019,1623
0.0076,1630
0.013,1633
0.0187,1626
0.0241,1621
0.0299,1619
0.0353,1626
0.041,1632
0.0464,1631
0.052,1625
0.0574,1620
0.0631,1623
0.0688,1630
0.0742,1635
0.0799,1628
0.0853,1619
0.091,1620
0.0964,1628
0.1021,1633
0.1075,1630
0.1131,1623
0.1186,1620
0.1242,1622
0.1299,1629
0.1353,1634
0.141,1628
0.1464,1620
0.1521,1620
0.1575,1626
0.1632,1634
0.1686,1631
0.1742,1625
0.1799,1619
0.1853,1622
0.191,1631
0.1964,1633
0.202,1631
0.2077,1622
0.2131,1619
0.2188,1626
0.2242,1633
0.2298,1632
0.2353,1624
0.2409,1620
0.2466,1624
0.252,1632
0.2577,1631
0.263,1628
0.2687,1619
0.2744,1620
0.2798,1630
0.2855,1632
0.2909,1629
0.2966,1621
0.302,1620
0.3077,1627
0.3131,1632
0.3187,1630
0.3241,1626
0.3298,1620
0.3352,1625
0.3409,1632
0.3466,1632
0.352,1629
0.3577,1619
0.3631,1622
0.3688,1628
0.3742,1633
0.3799,1629
0.3853,1623
0.391,1621
0.3964,1629
0.4021,1631
0.4077,1629
0.4131,1622
0.4188,1621
0.4242,1626
0.4299,1631
0.4354,1630
0.441,1627
0.4464,1619
0.4521,1621
0.4575,1632
0.4632,1632
0.4689,1629
0.4743,1621
0.4799,1621
0.4853,1629
0.491,1632
0.4964,1628
0.5021,1624
0.5075,1620
0.5132,1627
0.5186,1632
0.5243,1630
0.5299,1623
0.5353,1621
0.541,1626
0.5464,1633
0.5521,1633
0.5575,1627
0.5632,1620
0.5686,1621
0.5743,1630
0.5797,1633
0.5854,1629
0.5911,1625
0.5965,1621
0.6021,1626
0.6075,1631
0.6132,1632
0.6186,1627
0.6243,1620
0.6297,1621
0.6354,1631
0.641,1634
0.6465,1630
0.6521,1621
0.6575,1620
0.6632,1628
0.6686,1633
0.6743,1631
0.6797,1624
0.6854,1619
0.6908,1624
0.6965,1633
0.7022,1632
0.7076,1626
0.7133,1620
0.7187,1622
0.7243,1631
0.7297,1633
0.7354,1630
0.7408,1622
0.7465,1620
0.7519,1625
0.7576,1633
0.7633,1632
0.7687,1623
0.7743,1620
0.7797,1623
0.7854,1632
0.7908,1632
0.7965,1627
0.8022,1621
0.8076,1622
0.8132,1627
0.8186,1633
0.8243,1632
0.83,1625
0.8354,1621
0.841,1624
0.8464,1631
0.8521,1632
0.8575,1626
0.8632,1624
0.8686,1624
0.8743,1630
0.88,1633
0.8854,1628
0.8911,1621
0.8965,1622
0.9022,1627
0.9076,1632
0.9132,1633
0.9186,1624
0.9243,1620
0.93,1626
0.9354,1631
0.9411,1632
0.9465,1627
0.9521,1620
0.9575,1622
0.9632,1628
0.9686,1633
0.9743,1631
0.98,1623
0.9854,1619
0.9911,1626
0.9965,1632
1.0022,1630
1.0075,1626
1.0133,1620
1.0186,1623
1.0243,1632
1.03,1633
1.0354,1629
1.0411,1623
1.0465,1622
1.0522,1626
1.0576,1634
1.0633,1633
1.0687,1628
1.0744,1621
1.0798,1624
1.0854,1633
1.0911,1634
1.0965,1629
1.1022,1623
1.1076,1621
1.1133,1629
1.1187,1633
1.1244,1627
1.1298,1620
1.1355,1621
1.1409,1627
1.1466,1633
1.152,1632
1.1576,1626
1.1633,1620
1.1687,1623
1.1744,1632
1.1798,1633
1.1855,1628
1.1909,1623
1.1965,1623
1.2019,1629
1.2076,1632
1.2133,1630
1.2187,1623
1.2241,1620
1.2298,1626
1.2355,1632
1.2409,1633
1.2466,1626
1.252,1619
1.2577,1624
1.2631,1631
1.2687,1634
1.2741,1628
1.2798,1618
1.2855,1621
1.2909,1627
1.2966,1634
1.302,1630
1.3077,1623
1.3131,1621
1.3188,1625
1.3242,1633
1.3298,1633
1.3355,1624
1.341,1620
1.3466,1623
1.352,1631
1.3577,1632
1.3631,1627
1.3688,1618
1.3742,1622
1.3799,1628
1.3853,1631
1.391,1630
1.3966,1622
1.402,1620
1.4077,1625
1.4131,1631
1.4188,1632
1.4242,1626
1.4299,1619
1.4353,1620
1.441,1630
1.4467,1633
1.4521,1629
1.4575,1622
1.4632,1621
1.4689,1626
1.4743,1635
1.48,1632
1.4854,1626
1.4911,1621
1.4965,1622
1.5021,1629
1.5076,1632
1.5133,1629
1.5186,1622
1.5243,1620
1.5298,1625
1.5354,1632
1.5411,1630
1.5465,1625
1.5522,1619
1.5576,1622
1.5633,1628
1.5687,1631
1.5744,1628
1.5798,1621
1.5855,1622
1.5909,1628
1.5966,1632
1.602,1629
1.6077,1623
1.6131,1622
1.6188,1627
1.6242,1631
1.6299,1630
1.6356,1625
1.641,1619
1.6467,1622
1.6521,1632
1.6578,1632
1.6632,1624
1.6688,1620
1.6742,1622
1.6799,1627
1.6853,1632
1.691,1628
1.6964,1619
1.7021,1620
1.7078,1628
1.7132,1632
1.7189,1631
1.7242,1622
1.7299,1619
1.7353,1623
1.741,1630
1.7464,1632
1.7521,1627
1.7577,1620
1.7632,1621
1.7688,1626
