Experiment: Mar_9_turb3_expt vial 5, Tue Mar  9 17:54:12 2021
0.0019,1611
0.0076,1615
0.013,1610
0.0187,1612
0.0241,1614
0.0299,1609
0.0353,1614
0.041,1615
0.0464,1609
0.052,1612
0.0574,1612
0.0631,1608
0.0688,1614
0.0742,1611
0.0799,1611
0.0853,1613
0.091,1611
0.0964,1610
0.1021,1614
0.1075,1609
0.1131,1613
0.1186,1614
0.1242,1609
0.1299,1613
0.1353,1612
0.141,1611
0.1464,1614
0.1521,1608
0.1575,1612
0.1632,1612
0.1686,1609
0.1742,1614
0.1799,1612
0.1853,1609
0.191,1613
0.1964,1610
0.202,1611
0.2077,1615
0.2131,1612
0.2188,1612
0.2242,1613
0.2298,1608
0.2353,1614
0.2409,1610
0.2466,1612
0.252,1614
0.2577,1612
0.263,1613
0.2687,1613
0.2744,1609
0.2798,1615
0.2855,1613
0.2909,1613
0.2966,1613
0.302,1612
0.3077,1612
0.3131,1614
0.3187,1609
0.3241,1612
0.3298,1614
0.3352,1611
0.3409,1615
0.3466,1611
0.352,1610
0.3577,1616
0.3631,1610
0.3688,1612
0.3742,1615
0.3799,1609
0.3853,1612
0.391,1614
0.3964,1610
0.4021,1613
0.4077,1612
0.4131,1612
0.4188,1615
0.4242,1611
0.4299,1611
0.4354,1614
0.441,1612
0.4464,1612
0.4521,1616
0.4575,1607
0.4632,1612
0.4689,1615
0.4743,1609
0.4799,1613
0.4853,1613
0.491,1610
0.4964,1613
0.5021,1609
0.5075,1610
0.5132,1616
0.5186,1610
0.5243,1610
0.5299,1614
0.5353,1610
0.541,1613
0.5464,1614
0.5521,1609
0.5575,1613
0.5632,1613
0.5686,1611
0.5743,1613
0.5797,1610
0.5854,1611
0.5911,1615
0.5965,1610
0.6021,1611
0.6075,1614
0.6132,1607
0.6186,1613
0.6243,1614
0.6297,1608
0.6354,1614
0.641,1612
0.6465,1608
0.6521,1614
0.6575,1611
0.6632,1613
0.6686,1615
0.6743,1611
0.6797,1613
0.6854,1610
0.6908,1613
0.6965,1613
0.7022,1613
0.7076,1612
0.7133,1611
0.7187,1615
0.7243,1612
0.7297,1611
0.7354,1614
0.7408,1610
0.7465,1613
0.7519,1614
0.7576,1608
0.7633,1613
0.7687,1611
0.7743,1609
0.7797,1614
0.7854,1613
0.7908,1611
0.7965,1614
0.8022,1610
0.8076,1612
0.8132,1613
0.8186,1607
0.8243,1613
0.83,1612
0.8354,1610
0.841,1615
0.8464,1611
0.8521,1613
0.8575,1614
0.8632,1611
0.8686,1613
0.8743,1615
0.88,1609
0.8854,1614
0.8911,1614
0.8965,1610
0.9022,1614
0.9076,1612
0.9132,1610
0.9186,1616
0.9243,1610
0.93,1610
0.9354,1616
0.9411,1610
0.9465,1611
0.9521,1613
0.9575,1611
0.9632,1614
0.9686,1613
0.9743,1611
0.98,1614
0.9854,1609
0.9911,1613
0.9965,1615
1.0022,1610
1.0075,1614
1.0133,1611
1.0186,1615
1.0243,1612
1.03,1613
1.0354,1612
1.0411,1610
1.0465,1612
1.0522,1610
1.0576,1613
1.0633,1613
1.0687,1609
1.0744,1613
1.0798,1610
1.0854,1610
1.0911,1613
1.0965,1609
1.1022,1611
1.1076,1616
1.1133,1611
1.1187,1611
1.1244,1614
1.1298,1610
1.1355,1616
1.1409,1612
1.1466,1610
1.152,1616
1.1576,1612
1.1633,1614
1.1687,1613
1.1744,1609
1.1798,1612
1.1855,1609
1.1909,1611
1.1965,1613
1.2019,1611
1.2076,1613
1.2133,1611
1.2187,1611
1.2241,1615
1.2298,1611
1.2355,1611
1.2409,1615
1.2466,1610
1.252,1612
1.2577,1614
1.2631,1610
1.2687,1610
1.2741,1615
1.2798,1611
1.2855,1612
1.2909,1612
1.2966,1611
1.302,1613
1.3077,1613
1.3131,1611
1.3188,1614
1.3242,1611
1.3298,1611
1.3355,1614
1.341,1609
1.3466,1614
1.352,1611
1.3577,1612
1.3631,1614
1.3688,1611
1.3742,1613
1.3799,1614
1.3853,1609
1.391,1612
1.3966,1614
1.402,1609
1.4077,1614
1.4131,1615
1.4188,1608
1.4242,1615
1.4299,1612
1.4353,1611
1.441,1614
1.4467,1611
1.4521,1614
1.4575,1613
1.4632,1608
1.4689,1614
1.4743,1611
1.48,1610
1.4854,1615
1.4911,1610
1.4965,1611
1.5021,1615
1.5076,1610
1.5133,1614
1.5186,1612
1.5243,1611
1.5298,1615
1.5354,1610
1.5411,1612
1.5465,1613
1.5522,1611
1.5576,1613
1.5633,1614
1.5687,1610
1.5744,1614
1.5798,1614
1.5855,1609
1.5909,1614
1.5966,1611
1.602,1609
1.6077,1615
1.6131,1608
1.6188,1610
1.6242,1615
1.6299,1611
1.6356,1612
1.641,1612
1.6467,1611
1.6521,1616
1.6578,1611
1.6632,1612
1.6688,1615
1.6742,1609
1.6799,1611
1.6853,1612
1.691,1612
