Experiment: Mar_9_turb3_expt vial 6, Tue Mar  9 17:54:12 2021
0.0019,1598
0.0076,1600
0.013,1610
0.0187,1610
0.0241,1605
0.0299,1598
0.0353,1603
0.041,1611
0.0464,1609
0.052,1602
0.0574,1601
0.0631,1605
0.0688,1612
0.0742,1610
0.0799,1598
0.0853,1600
0.091,1605
0.0964,1613
0.1021,1612
0.1075,1602
0.1131,1598
0.1186,1603
0.1242,1610
0.1299,1612
0.1353,1603
0.141,1600
0.1464,1605
0.1521,1610
0.1575,1611
0.1632,1602
0.1686,1597
0.1742,1606
0.1799,1613
0.1853,1607
0.191,1600
0.1964,1604
0.202,1611
0.2077,1611
0.2131,1604
0.2188,1599
0.2242,1602
0.2298,1608
0.2353,1612
0.2409,1605
0.2466,1600
0.252,1602
0.2577,1610
0.263,1610
0.2687,1603
0.2744,1598
0.2798,1603
0.2855,1611
0.2909,1610
0.2966,1603
0.302,1603
0.3077,1610
0.3131,1610
0.3187,1606
0.3241,1600
0.3298,1602
0.3352,1612
0.3409,1613
0.3466,1604
0.352,1599
0.3577,1603
0.3631,1610
0.3688,1610
0.3742,1603
0.3799,1600
0.3853,1607
0.391,1610
0.3964,1606
0.4021,1602
0.4077,1602
0.4131,1612
0.4188,1611
0.4242,1603
0.4299,1602
0.4354,1608
0.441,1612
0.4464,1607
0.4521,1600
0.4575,1605
0.4632,1610
0.4689,1610
0.4743,1601
0.4799,1602
0.4853,1610
0.491,1612
0.4964,1608
0.5021,1598
0.5075,1601
0.5132,1608
0.5186,1614
0.5243,1609
0.5299,1600
0.5353,1599
0.541,1605
0.5464,1614
0.5521,1611
0.5575,1601
0.5632,1598
0.5686,1605
0.5743,1612
0.5797,1611
0.5854,1603
0.5911,1601
0.5965,1607
0.6021,1611
0.6075,1608
0.6132,1602
0.6186,1605
0.6243,1611
0.6297,1607
0.6354,1603
0.641,1601
0.6465,1607
0.6521,1613
0.6575,1606
0.6632,1600
0.6686,1601
0.6743,1608
0.6797,1611
0.6854,1606
0.6908,1603
0.6965,1605
0.7022,1612
0.7076,1609
0.7133,1601
0.7187,1601
0.7243,1606
0.7297,1614
0.7354,1609
0.7408,1599
0.7465,1603
0.7519,1608
0.7576,1612
0.7633,1607
0.7687,1600
0.7743,1603
0.7797,1607
0.7854,1612
0.7908,1604
0.7965,1601
0.8022,1606
0.8076,1613
0.8132,1608
0.8186,1602
0.8243,1602
0.83,1607
0.8354,1614
0.841,1609
0.8464,1602
0.8521,1601
0.8575,1607
0.8632,1615
0.8686,1609
0.8743,1600
0.88,1599
0.8854,1606
0.8911,1613
0.8965,1612
0.9022,1604
0.9076,1599
0.9132,1606
0.9186,1611
0.9243,1612
0.93,1600
0.9354,1600
0.9411,1607
0.9465,1612
0.9521,1608
0.9575,1602
0.9632,1602
0.9686,1610
0.9743,1610
0.98,1605
0.9854,1601
0.9911,1605
0.9965,1612
1.0022,1612
1.0075,1603
1.0133,1599
1.0186,1604
1.0243,1612
1.03,1609
1.0354,1602
1.0411,1602
1.0465,1611
1.0522,1609
1.0576,1604
1.0633,1603
1.0687,1607
1.0744,1613
1.0798,1609
1.0854,1601
1.0911,1603
1.0965,1611
1.1022,1609
1.1076,1603
1.1133,1600
1.1187,1603
1.1244,1613
1.1298,1608
1.1355,1604
1.1409,1602
1.1466,1606
1.152,1613
1.1576,1607
1.1633,1601
1.1687,1602
1.1744,1610
1.1798,1611
1.1855,1604
1.1909,1602
1.1965,1605
1.2019,1612
1.2076,1605
1.2133,1602
1.2187,1603
1.2241,1610
1.2298,1611
1.2355,1604
1.2409,1601
1.2466,1602
1.252,1610
1.2577,1611
1.2631,1603
1.2687,1598
1.2741,1603
1.2798,1611
1.2855,1610
1.2909,1601
1.2966,1601
1.302,1605
1.3077,1611
1.3131,1610
1.3188,1600
1.3242,1601
1.3298,1605
1.3355,1610
1.341,1606
1.3466,1601
1.352,1603
1.3577,1610
1.3631,1612
1.3688,1604
1.3742,1600
1.3799,1602
1.3853,1609
1.391,1610
1.3966,1605
1.402,1598
1.4077,1605
1.4131,1612
1.4188,1611
1.4242,1601
1.4299,1599
1.4353,1607
1.441,1612
1.4467,1610
1.4521,1600
1.4575,1600
1.4632,1607
1.4689,1611
1.4743,1608
1.48,1601
1.4854,1601
1.4911,1609
1.4965,1612
1.5021,1605
1.5076,1600
1.5133,1604
1.5186,1610
1.5243,1609
1.5298,1600
1.5354,1600
1.5411,1608
1.5465,1612
1.5522,1609
1.5576,1600
1.5633,1600
1.5687,1606
1.5744,1612
1.5798,1609
1.5855,1601
1.5909,1601
1.5966,1608
1.602,1610
1.6077,1604
1.6131,1602
1.6188,1608
1.6242,1609
1.6299,1607
1.6356,1600
1.641,1603
1.6467,1609
1.6521,1610
1.6578,1604
1.6632,1602
1.6688,1607
1.6742,1612
1.6799,1607
1.6853,1599
1.691,1603
1.6964,1611
1.7021,1613
1.7078,1605
1.7132,1598
1.7189,1603
1.7242,1611
1.7299,1609
1.7353,1601
1.741,1601
1.7464,1606
1.7521,1612
1.7577,1607
1.7632,1600
1.7688,1603
1.7742,1609
1.7799,1611
1.7856,1603
1.791,1597
1.7967,1603
1.8021,1611
1.8077,1609
1.8131,1604
1.8188,1600
1.8242,1604
1.8299,1612
1.8355,1609
1.8409,1603
1.8466,1602
1.852,1606
1.8577,1611
1.8631,1607
1.8688,1600
1.8742,1600
1.8799,1609
1.8853,1610
1.891,1604
1.8967,1601
1.9021,1607
1.9078,1611
1.9132,1609
1.9189,1601
1.9243,1603
1.9299,1608
1.9354,1610
1.9411,1603
1.9465,1600
1.9521,1606
1.9575,1611
1.9632,1610
1.9689,1599
1.9743,1601
1.98,1607
1.9854,1612
1.9911,1607
1.9965,1601
2.0022,1602
2.0076,1610
2.0133,1611
2.0187,1605
2.0244,1599
2.0298,1604
2.0355,1611
2.0409,1610
2.0466,1602
2.052,1600
2.0577,1606
2.0631,1611
