Experiment: Mar_9_turb3_expt vial 4, Tue Mar  9 17:54:12 2021
0.0019,1614
0.0076,1611
0.013,1609
0.0187,1613
0.0241,1612
0.0299,1608
0.0353,1614
0.041,1611
0.0464,1608
0.052,1614
0.0574,1613
0.0631,1607
0.0688,1611
0.0742,1613
0.0799,1608
0.0853,1611
0.091,1615
0.0964,1611
0.1021,1607
0.1075,1614
0.1131,1612
0.1186,1605
0.1242,1610
0.1299,1615
0.1353,1609
0.141,1608
0.1464,1614
0.1521,1613
0.1575,1607
0.1632,1610
0.1686,1614
0.1742,1609
0.1799,1610
0.1853,1615
0.191,1612
0.1964,1609
0.202,1615
0.2077,1615
0.2131,1608
0.2188,1608
0.2242,1615
0.2298,1613
0.2353,1607
0.2409,1611
0.2466,1616
0.252,1607
0.2577,1609
0.263,1614
0.2687,1610
0.2744,1608
0.2798,1615
0.2855,1612
0.2909,1608
0.2966,1612
0.302,1613
0.3077,1608
0.3131,1609
0.3187,1616
0.3241,1609
0.3298,1609
0.3352,1614
0.3409,1613
0.3466,1609
0.352,1614
0.3577,1612
0.3631,1605
0.3688,1611
0.3742,1617
0.3799,1610
0.3853,1608
0.391,1613
0.3964,1615
0.4021,1608
0.4077,1607
0.4131,1616
0.4188,1614
0.4242,1606
0.4299,1611
0.4354,1615
0.441,1610
0.4464,1607
0.4521,1616
0.4575,1613
0.4632,1606
0.4689,1611
0.4743,1615
0.4799,1608
0.4853,1607
0.491,1613
0.4964,1614
0.5021,1607
0.5075,1611
0.5132,1616
0.5186,1610
0.5243,1608
0.5299,1613
0.5353,1616
0.541,1608
0.5464,1608
0.5521,1615
0.5575,1613
0.5632,1608
0.5686,1613
0.5743,1617
0.5797,1609
0.5854,1608
0.5911,1615
0.5965,1615
0.6021,1606
0.6075,1611
0.6132,1616
0.6186,1612
0.6243,1607
0.6297,1612
0.6354,1617
0.641,1609
0.6465,1608
0.6521,1616
0.6575,1616
0.6632,1607
0.6686,1608
0.6743,1616
0.6797,1612
0.6854,1605
0.6908,1611
0.6965,1615
0.7022,1607
0.7076,1609
0.7133,1616
0.7187,1611
0.7243,1608
0.7297,1609
0.7354,1616
0.7408,1613
0.7465,1605
0.7519,1612
0.7576,1616
0.7633,1611
0.7687,1607
0.7743,1615
0.7797,1615
0.7854,1609
0.7908,1609
0.7965,1615
0.8022,1613
0.8076,1607
0.8132,1611
