Experiment: Feb_19_real_eric2_expt vial 9, Fri Feb 19 13:52:12 2021
0,0
1.8355,0.67
1.9132,0.67
1.991,0.67
2.0687,0.67
2.1466,0.67
2.2243,0.67
2.302,0.67
2.38,0.67
2.4577,0.67
2.5354,0.67
2.6131,0.67
2.6911,0.67
2.7687,0.67
2.8464,0.67
2.9244,0.67
3.0021,0.67
3.0798,0.67
3.1578,0.67
3.2354,0.67
3.3132,0.67
3.3911,0.67
3.4689,0.67
3.5466,0.67
3.6243,0.67
3.7023,0.67
3.78,0.67
3.8577,0.67
3.9354,0.67
4.0133,0.67
4.091,0.67
4.1689,0.67
4.2466,0.67
4.3245,0.67
4.4022,0.67
4.4799,0.67
4.5578,0.67
4.6356,0.67
4.7132,0.67
4.7912,0.67
4.8689,0.67
4.9465,0.67
5.0245,0.67
5.1022,0.67
5.1799,0.67
5.2579,0.67
5.3355,0.67
5.4134,0.67
5.4912,0.67
5.5689,0.67
5.6466,0.67
5.7245,0.67
5.8022,0.67
5.8801,0.67
5.9578,0.67
6.0355,0.67
6.1132,0.67
6.1911,0.67
6.2688,0.67
6.3468,0.67
6.4246,0.67
6.5023,0.67
6.5799,0.67
6.6578,0.67
6.7354,0.67
6.8134,0.67
6.8913,0.67
6.9689,0.67
7.0467,0.67
7.1244,0.67
7.2023,0.67
7.28,0.67
7.3577,0.67
7.4355,0.67
7.5133,0.67
7.5912,0.67
7.6689,0.67
7.7468,0.67
7.8244,0.67
7.9023,0.67
7.98,0.67
8.0577,0.67
8.1356,0.67
8.2135,0.67
8.291,0.67
8.369,0.67
8.4466,0.67
8.5245,0.67
8.6024,0.67
8.68,0.67
8.7579,0.67
8.8357,0.67
8.9135,0.67
8.9912,0.67
9.0688,0.67
9.1467,0.67
9.2244,0.67
9.3023,0.67
9.3802,0.67
9.4578,0.67
9.5357,0.67
9.6133,0.67
9.6913,0.67
9.7688,0.67
9.8468,0.67
9.9245,0.67
10.0023,0.67
10.08,0.67
10.1579,0.67
10.2358,0.67
10.3134,0.67
10.3912,0.67
10.469,0.67
10.5466,0.67
10.6245,0.67
10.7022,0.67
10.7801,0.67
10.8579,0.67
10.9356,0.67
11.0134,0.67
11.0911,0.67
11.169,0.67
11.2466,0.67
11.3245,0.67
11.4024,0.67
11.48,0.67
11.5579,0.67
11.6356,0.67
11.7135,0.67
11.7912,0.67
11.8689,0.67
11.9468,0.67
12.0247,0.67
12.1023,0.67
12.1802,0.67
12.2578,0.67
12.3358,0.67
12.4134,0.67
12.4913,0.67
12.5689,0.67
12.6469,0.67
12.7245,0.67
12.8025,0.67
12.8803,0.67
12.958,0.67
13.0356,0.67
13.1134,0.67
13.1912,0.67
13.269,0.67
13.3468,0.67
13.4246,0.67
13.5024,0.67
13.5802,0.67
13.6578,0.67
13.7358,0.67
13.8134,0.67
13.8913,0.67
13.9692,0.67
14.0468,0.67
14.1245,0.67
14.2025,0.67
14.2803,0.67
14.358,0.67
14.4357,0.67
14.5137,0.67
14.5913,0.67
14.6692,0.67
14.7468,0.67
14.8246,0.67
14.9024,0.67
14.9802,0.67
15.0581,0.67
15.1358,0.67
15.2137,0.67
15.2913,0.67
15.3693,0.67
15.4469,0.67
15.5246,0.67
15.6024,0.67
15.6801,0.67
15.758,0.67
15.8358,0.67
15.9135,0.67
15.9914,0.67
16.069,0.67
16.147,0.67
16.2245,0.67
16.3025,0.67
16.3803,0.67
16.458,0.67
16.5359,0.67
16.6135,0.67
16.6915,0.67
16.7692,0.67
16.8469,0.67
16.9248,0.67
17.0024,0.67
17.0801,0.67
17.1581,0.67
17.2357,0.67
17.3137,0.67
17.3913,0.67
17.4693,0.67
17.547,0.67
17.6247,0.67
17.7026,0.67
17.7804,0.67
17.8582,0.67
17.9358,0.67
18.0135,0.67
18.0914,0.67
18.1692,0.67
18.2471,0.67
18.3248,0.67
18.4024,0.67
18.4804,0.67
18.558,0.67
18.636,0.67
18.7136,0.67
18.7915,0.67
18.8691,0.67
18.947,0.67
19.0247,0.67
19.1027,0.67
19.1803,0.67
19.2581,0.67
19.336,0.67
19.4137,0.67
19.4913,0.67
19.5693,0.67
19.6471,0.67
19.7247,0.67
19.8027,0.67
19.8803,0.67
19.958,0.67
20.0358,0.67
20.1138,0.67
20.1914,0.67
20.2691,0.67
20.3471,0.67
20.4248,0.67
20.5025,0.67
20.5804,0.67
20.658,0.67
20.7359,0.67
20.8138,0.67
20.8914,0.67
20.9691,0.67
21.0471,0.67
21.1248,0.67
21.2025,0.67
21.2802,0.67
21.358,0.67
21.436,0.67
21.5136,0.67
21.5914,0.67
21.6694,0.67
21.7471,0.67
21.8248,0.67
21.9025,0.67
21.9802,0.67
22.058,0.67
22.1358,0.67
22.2137,0.67
22.2915,0.67
22.3694,0.67
22.4471,0.67
22.5248,0.67
22.6026,0.67
22.6805,0.67
22.7581,0.67
22.836,0.67
22.9137,0.67
22.9916,0.67
23.0692,0.67
23.1471,0.67
23.2248,0.67
23.3027,0.67
23.3804,0.67
23.4583,0.67
23.536,0.67
23.6137,0.67
23.6915,0.67
23.7693,0.67
23.8472,0.67
23.9248,0.67
24.0027,0.67
24.0804,0.67
24.158,0.67
24.2359,0.67
24.3138,0.67
24.3914,0.67
24.4693,0.67
24.547,0.67
24.6248,0.67
24.7027,0.67
24.7803,0.67
24.8582,0.67
24.9358,0.67
25.0138,0.67
25.0914,0.67
25.1693,0.67
25.247,0.67
25.3247,0.67
25.4026,0.67
25.4805,0.67
25.5581,0.67
25.6361,0.67
