Experiment: Feb_19_real_eric2_expt vial 6, Fri Feb 19 13:52:12 2021
0,0
1.8744,0.64
1.9522,0.64
2.03,0.64
2.1077,0.64
2.1854,0.64
2.2633,0.64
2.341,0.64
2.4187,0.64
2.4967,0.64
2.5744,0.64
2.6521,0.64
2.7298,0.64
2.8077,0.64
2.8855,0.64
2.9631,0.64
3.0411,0.64
3.1188,0.64
3.1965,0.64
3.2742,0.64
3.3522,0.64
3.43,0.64
3.5076,0.64
3.5856,0.64
3.6633,0.64
3.741,0.64
3.8187,0.64
3.8965,0.64
3.9744,0.64
4.0523,0.64
4.13,0.64
4.2079,0.64
4.2856,0.64
4.3633,0.64
4.4412,0.64
4.5189,0.64
4.5966,0.64
4.6743,0.64
4.7523,0.64
4.8299,0.64
4.9076,0.64
4.9855,0.64
5.0632,0.64
5.1412,0.64
5.2189,0.64
5.2966,0.64
5.3745,0.64
5.4522,0.64
5.5299,0.64
5.6076,0.64
5.6856,0.64
5.7633,0.64
5.8412,0.64
5.9188,0.64
5.9968,0.64
6.0746,0.64
6.1522,0.64
6.2299,0.64
6.3079,0.64
6.3856,0.64
6.4633,0.64
6.5413,0.64
6.6189,0.64
6.6968,0.64
6.7744,0.64
6.8523,0.64
6.93,0.64
7.0078,0.64
7.0855,0.64
7.1634,0.64
7.2411,0.64
7.3189,0.64
7.3966,0.64
7.4743,0.64
7.5523,0.64
7.63,0.64
7.7078,0.64
7.7854,0.64
7.8634,0.64
7.941,0.64
8.0188,0.64
8.0967,0.64
8.1746,0.64
8.2521,0.64
8.33,0.64
8.4079,0.64
8.4856,0.64
8.5635,0.64
8.6413,0.64
8.7189,0.64
8.7966,0.64
8.8744,0.64
8.9524,0.64
9.0301,0.64
9.1078,0.64
9.1857,0.64
9.2633,0.64
9.3412,0.64
9.4189,0.64
9.4967,0.64
9.5746,0.64
9.6523,0.64
9.7302,0.64
9.8078,0.64
9.8858,0.64
9.9634,0.64
10.0413,0.64
10.1189,0.64
10.1968,0.64
10.2744,0.64
10.3523,0.64
10.4301,0.64
10.5079,0.64
10.5856,0.64
10.6635,0.64
10.7411,0.64
10.819,0.64
10.8966,0.64
10.9745,0.64
11.0524,0.64
11.1301,0.64
11.208,0.64
11.2858,0.64
11.3634,0.64
11.4411,0.64
11.519,0.64
11.5966,0.64
11.6745,0.64
11.7521,0.64
11.8301,0.64
11.9079,0.64
11.9856,0.64
12.0633,0.64
12.1412,0.64
12.2191,0.64
12.2968,0.64
12.3747,0.64
12.4524,0.64
12.5302,0.64
12.6079,0.64
12.6856,0.64
12.7635,0.64
12.8411,0.64
12.9188,0.64
12.9966,0.64
13.0744,0.64
13.1522,0.64
13.23,0.64
13.3078,0.64
13.3856,0.64
13.4635,0.64
13.5412,0.64
13.6189,0.64
13.6968,0.64
13.7747,0.64
13.8524,0.64
13.9302,0.64
14.0079,0.64
14.0858,0.64
14.1635,0.64
14.2414,0.64
14.319,0.64
14.397,0.64
14.4747,0.64
14.5523,0.64
14.6302,0.64
14.7079,0.64
14.7858,0.64
14.8635,0.64
14.9413,0.64
15.0191,0.64
15.0968,0.64
15.1747,0.64
15.2524,0.64
15.3303,0.64
15.4079,0.64
15.4859,0.64
15.5635,0.64
15.6414,0.64
15.719,0.64
15.7969,0.64
15.8746,0.64
15.9524,0.64
16.0304,0.64
16.108,0.64
16.1857,0.64
16.2635,0.64
16.3415,0.64
16.4193,0.64
16.4969,0.64
16.5745,0.64
16.6525,0.64
16.7301,0.64
16.8079,0.64
16.8859,0.64
16.9635,0.64
17.0412,0.64
17.1191,0.64
17.1968,0.64
17.2747,0.64
17.3524,0.64
17.4303,0.64
17.5081,0.64
17.5857,0.64
17.6636,0.64
17.7415,0.64
17.8192,0.64
17.8969,0.64
17.9747,0.64
18.0525,0.64
18.1302,0.64
18.2081,0.64
18.2858,0.64
18.3637,0.64
18.4414,0.64
18.5191,0.64
18.597,0.64
18.6746,0.64
18.7525,0.64
18.8304,0.64
18.9081,0.64
18.9857,0.64
19.0637,0.64
19.1414,0.64
19.2193,0.64
19.297,0.64
19.3747,0.64
19.4526,0.64
19.5305,0.64
19.6082,0.64
19.686,0.64
19.7637,0.64
19.8413,0.64
19.9193,0.64
19.997,0.64
20.0748,0.64
20.1525,0.64
20.2304,0.64
20.3081,0.64
20.3858,0.64
20.4637,0.64
20.5414,0.64
20.6193,0.64
20.6969,0.64
20.7748,0.64
20.8524,0.64
20.9304,0.64
21.0081,0.64
21.0858,0.64
21.1638,0.64
21.2415,0.64
21.3192,0.64
21.397,0.64
21.4749,0.64
21.5527,0.64
21.6304,0.64
21.7081,0.64
21.7858,0.64
21.8638,0.64
21.9415,0.64
22.0193,0.64
22.097,0.64
22.1748,0.64
22.2526,0.64
22.3304,0.64
22.4081,0.64
22.4858,0.64
22.5636,0.64
22.6415,0.64
22.7191,0.64
22.797,0.64
22.8747,0.64
22.9526,0.64
23.0303,0.64
23.1082,0.64
23.1858,0.64
23.2637,0.64
23.3414,0.64
23.4193,0.64
23.497,0.64
23.5748,0.64
23.6527,0.64
23.7304,0.64
23.8136,0.64
23.8915,0.64
23.9694,0.64
24.0471,0.64
24.1247,0.64
24.2026,0.64
24.2802,0.64
24.3581,0.64
24.436,0.64
24.5137,0.64
24.5916,0.64
24.6692,0.64
24.747,0.64
24.8249,0.64
24.9025,0.64
24.9804,0.64
25.0581,0.64
25.136,0.64
25.2137,0.64
25.2915,0.64
25.3693,0.64
25.447,0.64
25.5249,0.64
25.6028,0.64
25.6804,0.64
