Experiment: Feb_5_Batch_expt_zeroed vial 7, Fri Feb  5 18:54:24 2021
0.0037,28357
0.0094,28372
0.0147,28380
0.0204,28391
0.026,28402
0.0314,28404
0.0371,28425
0.0428,28428
0.0481,28440
0.0538,28443
0.0594,28453
0.0648,28469
0.0705,28474
0.0758,28478
0.0815,28500
0.0871,28499
0.0925,28502
0.0982,28506
0.1038,28527
0.1092,28528
0.1149,28527
0.1205,28547
0.1259,28563
0.1315,28569
0.1372,28570
0.1426,28572
0.1482,28579
0.1538,28580
0.1592,28596
0.1649,28607
0.1702,28609
0.1759,28615
0.1815,28617
0.1872,28615
0.1926,28616
0.1982,28623
0.2039,28628
0.2093,28624
0.2149,28622
0.2203,28620
