Experiment: Feb_5_Batch_expt_zeroed vial 2, Fri Feb  5 18:54:24 2021
0.0037,28385
0.0094,28392
0.0147,28412
0.0204,28432
0.026,28434
0.0314,28442
0.0371,28453
0.0428,28466
0.0481,28474
0.0538,28485
0.0594,28494
0.0648,28509
0.0705,28517
0.0758,28525
0.0815,28534
0.0871,28534
0.0925,28548
0.0982,28554
0.1038,28561
0.1092,28567
0.1149,28570
0.1205,28579
0.1259,28574
0.1315,28592
0.1372,28592
0.1426,28601
0.1482,28604
0.1538,28618
0.1592,28580
0.1649,28602
0.1702,28603
0.1759,28570
0.1815,28556
0.1872,28620
0.1926,28554
0.1982,28594
0.2039,28480
0.2093,28613
0.2149,28608
0.2203,28430
