Experiment: Feb_5_Batch_expt_zeroed vial 0, Fri Feb  5 18:54:24 2021
0.0037,25693
0.0094,25730
0.0147,25749
0.0204,25772
0.026,25784
0.0314,25816
0.0371,25828
0.0428,25842
0.0481,25868
0.0538,25884
0.0594,25902
0.0648,25918
0.0705,25933
0.0758,25961
0.0815,25961
0.0871,25980
0.0925,25987
0.0982,26001
0.1038,26021
0.1092,26018
0.1149,26024
0.1205,26036
0.1259,25994
0.1315,26022
0.1372,26049
0.1426,26063
0.1482,26059
0.1538,26072
0.1592,26072
0.1649,26075
0.1702,26086
0.1759,26080
0.1815,26087
0.1872,26089
0.1926,26105
0.1982,26108
0.2039,26115
0.2093,26102
0.2149,26104
0.2203,26106
