Experiment: Feb_5_Batch_expt_zeroed vial 14, Fri Feb  5 18:54:24 2021
0.0037,29673
0.0094,29623
0.0147,29679
0.0204,29660
0.026,29685
0.0314,29698
0.0371,29675
0.0428,29658
0.0481,29665
0.0538,29699
0.0594,29679
0.0648,29616
0.0705,29666
0.0758,29663
0.0815,29737
0.0871,29702
0.0925,29726
0.0982,29732
0.1038,29729
0.1092,29670
0.1149,29702
0.1205,29701
0.1259,29763
0.1315,29723
0.1372,29711
0.1426,29756
0.1482,29729
0.1538,29740
0.1592,29738
0.1649,29761
0.1702,29782
0.1759,29747
0.1815,29767
0.1872,29726
0.1926,29803
0.1982,29808
0.2039,29779
0.2093,29770
0.2149,29798
0.2203,29763
