Experiment: Feb_5_Batch_expt_zeroed vial 8, Fri Feb  5 18:54:24 2021
0.0037,28888
0.0094,28874
0.0147,28863
0.0204,28880
0.026,28896
0.0314,28924
0.0371,28912
0.0428,28931
0.0481,28940
0.0538,28926
0.0594,28919
0.0648,28936
0.0705,28953
0.0758,28957
0.0815,28940
0.0871,28996
0.0925,28954
0.0982,28976
0.1038,28985
0.1092,28985
0.1149,28999
0.1205,28998
0.1259,29014
0.1315,29015
0.1372,29043
0.1426,28994
0.1482,28957
0.1538,29026
0.1592,29059
0.1649,29060
0.1702,28994
0.1759,29041
0.1815,29027
0.1872,28989
0.1926,29025
0.1982,29041
0.2039,29070
0.2093,29010
0.2149,29046
0.2203,29028
