Experiment: Feb_5_Batch_expt_zeroed vial 15, Fri Feb  5 18:54:24 2021
0.0037,28667
0.0094,28663
0.0147,28677
0.0204,28680
0.026,28688
0.0314,28696
0.0371,28702
0.0428,28708
0.0481,28711
0.0538,28722
0.0594,28726
0.0648,28735
0.0705,28742
0.0758,28750
0.0815,28752
0.0871,28753
0.0925,28758
0.0982,28768
0.1038,28781
0.1092,28780
0.1149,28787
0.1205,28791
0.1259,28800
0.1315,28806
0.1372,28800
0.1426,28818
0.1482,28820
0.1538,28827
0.1592,28827
0.1649,28828
0.1702,28837
0.1759,28850
0.1815,28848
0.1872,28847
0.1926,28858
0.1982,28858
0.2039,28867
0.2093,28868
0.2149,28876
0.2203,28871
