Experiment: Feb_5_Batch_expt_zeroed vial 9, Fri Feb  5 18:54:24 2021
0.0037,27862
0.0094,27864
0.0147,27870
0.0204,27882
0.026,27896
0.0314,27921
0.0371,27920
0.0428,27929
0.0481,27940
0.0538,27946
0.0594,27957
0.0648,27973
0.0705,27987
0.0758,27996
0.0815,27996
0.0871,28010
0.0925,28026
0.0982,28031
0.1038,28065
0.1092,28068
0.1149,28057
0.1205,28052
0.1259,28092
0.1315,28098
0.1372,28087
0.1426,28109
0.1482,28108
0.1538,28113
0.1592,28112
0.1649,28124
0.1702,28098
0.1759,28104
0.1815,28097
0.1872,28112
0.1926,28106
0.1982,28092
0.2039,28091
0.2093,28112
0.2149,28109
0.2203,28125
