Experiment: Feb_5_Batch_expt_zeroed vial 5, Fri Feb  5 18:54:24 2021
0.0037,27846
0.0094,27858
0.0147,27866
0.0204,27880
0.026,27889
0.0314,27905
0.0371,27918
0.0428,27925
0.0481,27947
0.0538,27927
0.0594,27944
0.0648,27962
0.0705,27936
0.0758,27980
0.0815,28003
0.0871,27985
0.0925,28010
0.0982,28034
0.1038,28054
0.1092,28038
0.1149,28073
0.1205,28082
0.1259,28084
0.1315,28080
0.1372,28096
0.1426,28109
0.1482,28063
0.1538,28124
0.1592,28099
0.1649,28094
0.1702,28128
0.1759,28128
0.1815,28084
0.1872,28084
0.1926,28118
0.1982,28104
0.2039,28046
0.2093,28086
0.2149,28063
0.2203,28077
