Experiment: Feb_5_Batch_expt_zeroed vial 1, Fri Feb  5 18:54:24 2021
0.0037,28507
0.0094,28513
0.0147,28525
0.0204,28536
0.026,28547
0.0314,28561
0.0371,28573
0.0428,28583
0.0481,28591
0.0538,28597
0.0594,28613
0.0648,28621
0.0705,28629
0.0758,28639
0.0815,28646
0.0871,28645
0.0925,28650
0.0982,28658
0.1038,28676
0.1092,28669
0.1149,28673
0.1205,28692
0.1259,28687
0.1315,28699
0.1372,28712
0.1426,28713
0.1482,28727
0.1538,28720
0.1592,28725
0.1649,28736
0.1702,28738
0.1759,28728
0.1815,28720
0.1872,28732
0.1926,28731
0.1982,28737
0.2039,28740
0.2093,28737
0.2149,28730
0.2203,28729
