Experiment: T3_Aug_19_pumped_od_cal_expt vial 14, Thu Aug 19 18:27:13 2021
0.0032,42456
0.0086,42400
0.0143,42392
0.0197,42510
0.0254,42576
0.0308,42593
0.0365,42518
0.0419,42488
0.0476,42474
0.053,42554
0.0585,42090
0.0642,42183
0.0696,42092
0.0753,42104
0.081,42136
0.0864,42109
0.0921,42208
0.0974,42062
0.1031,42073
0.1085,41583
0.1142,41655
0.1196,41599
0.1252,41634
0.1309,41697
0.1363,41617
0.142,41612
0.1474,41600
0.153,41661
0.1587,41594
0.1642,41096
0.1699,41188
0.1753,41180
0.1808,41040
0.1865,41072
0.1919,41057
0.1976,41114
0.203,41187
0.2086,41139
0.2141,41081
0.2198,40739
0.2252,40726
0.2309,40762
0.2363,40686
0.242,40658
0.2474,40754
0.2531,40636
0.2588,40768
0.2642,40680
0.2697,40308
0.2754,40327
0.2808,40411
0.2865,40320
0.2919,40277
0.2976,40306
0.303,40422
0.3087,40293
0.3141,40321
0.3198,40306
0.3253,39935
0.3307,39996
0.3364,39960
0.3421,40018
0.3474,40121
0.3531,40070
0.3586,40038
0.3643,40014
0.3697,39948
0.3754,39952
0.3808,39690
0.3865,39685
0.3919,39803
0.3976,39796
0.403,39788
0.4087,39882
0.4141,39929
0.4198,39804
0.4252,39833
0.4309,39818
0.4363,39439
0.4421,39679
0.4475,39601
0.4532,39657
0.4586,39593
0.4643,39624
0.4697,39484
0.4753,39468
0.4807,39607
0.4864,39596
0.4919,39432
0.4976,39453
0.503,39501
0.5087,39421
0.5141,39389
0.5198,39360
0.5252,39504
0.5309,39398
0.5363,39401
0.542,39479
0.5474,39309
0.5532,39403
0.5586,39224
0.5643,39279
0.5697,39220
0.5754,39238
0.5808,39380
0.5865,39255
0.5919,39176
0.5976,39340
0.603,39255
0.6087,39170
0.6141,39435
0.6198,39296
0.6252,39257
0.6309,39444
0.6365,39500
0.6419,39446
0.6476,39358
0.653,39422
0.6587,39641
0.6641,39596
0.6698,39553
0.6752,39642
0.6809,39654
0.6863,39495
0.692,39595
0.6974,39684
0.7031,39630
0.7086,39831
0.7142,39885
0.7197,39886
0.7253,40075
0.7307,40006
0.7364,40081
0.7419,40034
0.7475,40132
0.753,40078
0.7586,39980
0.7641,40586
0.7698,40530
0.7752,40531
0.7809,40830
0.7863,40728
0.792,40794
0.7974,40792
0.803,40879
0.8087,40917
0.8142,41963
0.8199,41922
0.8253,41801
0.831,41829
0.8364,41600
0.8421,41751
0.8475,41759
0.8532,41699
0.8586,41881
0.8643,41703
0.8698,42391
0.8754,43000
0.8808,43140
0.8865,42991
0.8919,42873
0.8976,42898
0.903,42897
0.9087,43057
0.9141,43130
0.9198,43094
0.9253,44627
0.931,44818
0.9364,44840
0.942,44835
0.9474,44845
0.9531,44866
0.9585,44941
0.9642,44889
0.9697,44841
0.9753,44890
0.9808,45632
0.9865,47330
0.9919,47377
0.9976,47357
1.003,47446
1.0087,47413
1.0142,47397
1.0199,47355
1.0253,47387
1.0308,49135
1.0365,50665
1.0419,50690
1.0476,50777
1.053,50774
1.0587,50779
1.0641,50748
1.0698,50722
