Experiment: T3_Aug_19_pumped_od_cal_expt vial 3, Thu Aug 19 18:27:13 2021
0.0032,41204
0.0086,41085
0.0143,41159
0.0197,41129
0.0254,41237
0.0308,41213
0.0365,41233
0.0419,41241
0.0476,41255
0.053,41289
0.0585,40597
0.0642,40655
0.0696,40634
0.0753,40663
0.081,40648
0.0864,40649
0.0921,40650
0.0974,40713
0.1031,40743
0.1085,40136
0.1142,40206
0.1196,40231
0.1252,40167
0.1309,40193
0.1363,40206
0.142,40195
0.1474,40217
0.153,40133
0.1587,40206
0.1642,39647
0.1699,39718
0.1753,39677
0.1808,39705
0.1865,39732
0.1919,39733
0.1976,39693
0.203,39724
0.2086,39738
0.2141,39698
0.2198,39170
0.2252,39192
0.2309,39054
0.2363,39121
0.242,39123
0.2474,39118
0.2531,39128
0.2588,39188
0.2642,39101
0.2697,38748
0.2754,38816
0.2808,38848
0.2865,38772
0.2919,38779
0.2976,38805
0.303,38787
0.3087,38798
0.3141,38777
0.3198,38736
0.3253,38373
0.3307,38398
0.3364,38431
0.3421,38476
0.3474,38428
0.3531,38408
0.3586,38441
0.3643,38409
0.3697,38438
0.3754,38363
0.3808,38092
0.3865,38108
0.3919,38048
0.3976,38127
0.403,38142
0.4087,38105
0.4141,38101
0.4198,38106
0.4252,38132
0.4309,38111
0.4363,37840
0.4421,38005
0.4475,37982
0.4532,37913
0.4586,37914
0.4643,37877
0.4697,37922
0.4753,37963
0.4807,37886
0.4864,37927
0.4919,37838
0.4976,37840
0.503,37790
0.5087,37862
0.5141,37825
0.5198,37814
0.5252,37839
0.5309,37814
0.5363,37856
0.542,37904
0.5474,37802
0.5532,37833
0.5586,37814
0.5643,37824
0.5697,37817
0.5754,37831
0.5808,37706
0.5865,37820
0.5919,37764
0.5976,37832
0.603,38120
0.6087,38016
0.6141,38138
0.6198,38118
0.6252,38070
0.6309,38052
0.6365,38031
0.6419,38006
0.6476,37935
0.653,38037
0.6587,38459
0.6641,38517
0.6698,38539
0.6752,38369
0.6809,38518
0.6863,38431
0.692,38555
0.6974,38576
0.7031,38527
0.7086,39232
0.7142,39188
0.7197,39201
0.7253,39190
0.7307,39182
0.7364,39191
0.7419,39298
0.7475,39287
0.753,39316
0.7586,39250
0.7641,40007
0.7698,40172
0.7752,40301
0.7809,40167
0.7863,40206
0.792,40236
0.7974,40329
0.803,40226
0.8087,40241
0.8142,41540
0.8199,41605
0.8253,41571
0.831,41559
0.8364,41519
0.8421,41589
0.8475,41599
0.8532,41547
0.8586,41660
0.8643,41588
0.8698,43020
0.8754,43197
0.8808,43164
0.8865,43238
0.8919,43242
0.8976,43227
0.903,43267
0.9087,43224
0.9141,43277
0.9198,43259
0.9253,45351
0.931,45379
0.9364,45378
0.942,45371
0.9474,45366
0.9531,45378
0.9585,45380
0.9642,45378
0.9697,45391
0.9753,45414
0.9808,46971
0.9865,47849
0.9919,47915
0.9976,47910
1.003,47905
1.0087,47862
1.0142,47923
1.0199,47951
1.0253,47891
1.0308,48882
1.0365,51022
1.0419,51068
1.0476,51042
1.053,51036
1.0587,51020
1.0641,51026
1.0698,51022
