Experiment: T3_Aug_19_pumped_od_cal_expt vial 0, Thu Aug 19 18:27:13 2021
0.0032,39998
0.0086,40074
0.0143,40080
0.0197,40022
0.0254,39972
0.0308,40044
0.0365,40053
0.0419,39993
0.0476,40038
0.053,40062
0.0585,39554
0.0642,39744
0.0696,39607
0.0753,39573
0.081,39633
0.0864,39699
0.0921,39679
0.0974,39731
0.1031,39651
0.1085,39141
0.1142,39197
0.1196,39233
0.1252,39384
0.1309,39253
0.1363,39396
0.142,39325
0.1474,39324
0.153,39294
0.1587,39363
0.1642,38832
0.1699,38884
0.1753,38837
0.1808,38854
0.1865,38966
0.1919,38939
0.1976,38845
0.203,39031
0.2086,38898
0.2141,38832
0.2198,38533
0.2252,38449
0.2309,38592
0.2363,38629
0.242,38736
0.2474,38635
0.2531,38583
0.2588,38519
0.2642,38591
0.2697,38199
0.2754,38305
0.2808,38264
0.2865,38284
0.2919,38345
0.2976,38254
0.303,38273
0.3087,38326
0.3141,38176
0.3198,38235
0.3253,38119
0.3307,38106
0.3364,38053
0.3421,38141
0.3474,38079
0.3531,38053
0.3586,38053
0.3643,38122
0.3697,37997
0.3754,38118
0.3808,37766
0.3865,37831
0.3919,37848
0.3976,37902
0.403,37880
0.4087,37800
0.4141,37823
0.4198,37826
0.4252,37905
0.4309,37873
0.4363,37714
0.4421,37839
0.4475,37796
0.4532,37758
0.4586,37778
0.4643,37784
0.4697,37927
0.4753,37802
0.4807,37823
0.4864,37780
0.4919,37839
0.4976,37826
0.503,37779
0.5087,37761
0.5141,37762
0.5198,37802
0.5252,37803
0.5309,37815
0.5363,37776
0.542,37824
0.5474,37890
0.5532,37947
0.5586,37913
0.5643,37987
0.5697,37875
0.5754,38036
0.5808,37949
0.5865,37938
0.5919,37878
0.5976,38041
0.603,38169
0.6087,38229
0.6141,38120
0.6198,38230
0.6252,38290
0.6309,38143
0.6365,38267
0.6419,38208
0.6476,38206
0.653,38224
0.6587,38645
0.6641,38612
0.6698,38677
0.6752,38627
0.6809,38663
0.6863,38496
0.692,38507
0.6974,38585
0.7031,38603
0.7086,39072
0.7142,39199
0.7197,39132
0.7253,39263
0.7307,39240
0.7364,39255
0.7419,39247
0.7475,39224
0.753,39255
0.7586,39167
0.7641,40035
0.7698,40030
0.7752,40105
0.7809,40082
0.7863,40141
0.792,40039
0.7974,40087
0.803,40179
0.8087,40089
0.8142,41309
0.8199,41249
0.8253,41257
0.831,41227
0.8364,41035
0.8421,41236
0.8475,41295
0.8532,41210
0.8586,41210
0.8643,41205
0.8698,42254
0.8754,42646
0.8808,42731
0.8865,42811
0.8919,42743
0.8976,42590
0.903,42706
0.9087,42781
0.9141,42525
0.9198,42674
0.9253,44616
0.931,44662
0.9364,44649
0.942,44586
0.9474,44705
0.9531,44716
0.9585,44742
0.9642,44710
0.9697,44492
0.9753,44625
0.9808,45542
0.9865,46981
0.9919,47035
0.9976,47021
1.003,46965
1.0087,47130
1.0142,46906
1.0199,47052
1.0253,47074
1.0308,47601
1.0365,49969
1.0419,49845
1.0476,49993
1.053,50045
1.0587,50122
1.0641,49937
1.0698,50133
