Experiment: T3_Aug_19_pumped_od_cal_expt vial 4, Thu Aug 19 18:27:13 2021
0.0032,42756
0.0086,42689
0.0143,42658
0.0197,42660
0.0254,42657
0.0308,42630
0.0365,42649
0.0419,42676
0.0476,42558
0.053,42539
0.0585,42135
0.0642,42177
0.0696,42152
0.0753,42172
0.081,42146
0.0864,42081
0.0921,42150
0.0974,42149
0.1031,42156
0.1085,41601
0.1142,41697
0.1196,41637
0.1252,41632
0.1309,41606
0.1363,41707
0.142,41673
0.1474,41729
0.153,41635
0.1587,41637
0.1642,41254
0.1699,41223
0.1753,41190
0.1808,41212
0.1865,41211
0.1919,41179
0.1976,41192
0.203,41197
0.2086,41179
0.2141,41150
0.2198,40823
0.2252,40805
0.2309,40774
0.2363,40844
0.242,40767
0.2474,40818
0.2531,40776
0.2588,40780
0.2642,40732
0.2697,40373
0.2754,40446
0.2808,40372
0.2865,40378
0.2919,40397
0.2976,40441
0.303,40402
0.3087,40414
0.3141,40382
0.3198,40447
0.3253,40147
0.3307,40109
0.3364,40038
0.3421,40100
0.3474,40067
0.3531,40041
0.3586,40086
0.3643,39994
0.3697,40057
0.3754,40027
0.3808,39706
0.3865,39740
0.3919,39752
0.3976,39825
0.403,39699
0.4087,39864
0.4141,39872
0.4198,39854
0.4252,39813
0.4309,39779
0.4363,39672
0.4421,39662
0.4475,39689
0.4532,39630
0.4586,39555
0.4643,39658
0.4697,39593
0.4753,39557
0.4807,39712
0.4864,39651
0.4919,39567
0.4976,39427
0.503,39562
0.5087,39589
0.5141,39628
0.5198,39641
0.5252,39621
0.5309,39647
0.5363,39628
0.542,39679
0.5474,39722
0.5532,39687
0.5586,39709
0.5643,39620
0.5697,39627
0.5754,39618
0.5808,39657
0.5865,39679
0.5919,39680
0.5976,39651
0.603,39894
0.6087,39962
0.6141,39885
0.6198,39842
0.6252,39786
0.6309,39793
0.6365,39980
0.6419,39904
0.6476,39875
0.653,39898
0.6587,40302
0.6641,40304
0.6698,40466
0.6752,40164
0.6809,40324
0.6863,40240
0.692,40051
0.6974,40161
0.7031,40091
0.7086,41146
0.7142,40925
0.7197,40738
0.7253,40542
0.7307,40560
0.7364,41112
0.7419,40588
0.7475,40881
0.753,40863
0.7586,41064
0.7641,41748
0.7698,41771
0.7752,42125
0.7809,41764
0.7863,42079
0.792,41572
0.7974,41990
0.803,41637
0.8087,41794
0.8142,43220
0.8199,43108
0.8253,43164
0.831,42998
0.8364,43311
0.8421,43177
0.8475,43080
0.8532,42963
0.8586,43117
0.8643,42974
0.8698,44573
0.8754,44516
0.8808,44359
0.8865,44610
0.8919,44879
0.8976,44862
0.903,44608
0.9087,44260
0.9141,44890
0.9198,44729
0.9253,45742
0.931,46796
0.9364,45980
0.942,46572
0.9474,46726
0.9531,46851
0.9585,46788
0.9642,46926
0.9697,46901
0.9753,46820
0.9808,48351
0.9865,48910
0.9919,49438
0.9976,49085
1.003,49266
1.0087,49181
1.0142,49297
1.0199,49336
1.0253,49185
1.0308,50514
1.0365,52250
1.0419,52365
1.0476,51992
1.053,52175
1.0587,52112
1.0641,52089
1.0698,52171
