Experiment: T3_Aug_19_pumped_od_cal_expt vial 2, Thu Aug 19 18:27:13 2021
0.0032,40622
0.0086,40669
0.0143,40641
0.0197,40690
0.0254,40600
0.0308,40632
0.0365,40595
0.0419,40630
0.0476,40669
0.053,40616
0.0585,40008
0.0642,40007
0.0696,40031
0.0753,40037
0.081,40031
0.0864,40033
0.0921,39979
0.0974,40029
0.1031,39964
0.1085,39410
0.1142,39450
0.1196,39383
0.1252,39400
0.1309,39353
0.1363,39375
0.142,39411
0.1474,39426
0.153,39364
0.1587,39445
0.1642,38872
0.1699,38964
0.1753,39011
0.1808,38946
0.1865,38952
0.1919,38929
0.1976,38926
0.203,38898
0.2086,38935
0.2141,38890
0.2198,38490
0.2252,38450
0.2309,38397
0.2363,38435
0.242,38452
0.2474,38434
0.2531,38484
0.2588,38505
0.2642,38406
0.2697,37978
0.2754,37984
0.2808,37923
0.2865,37913
0.2919,37937
0.2976,37922
0.303,37921
0.3087,37963
0.3141,37949
0.3198,37916
0.3253,37527
0.3307,37470
0.3364,37461
0.3421,37437
0.3474,37482
0.3531,37502
0.3586,37516
0.3643,37559
0.3697,37569
0.3754,37495
0.3808,37177
0.3865,37162
0.3919,37157
0.3976,37144
0.403,37180
0.4087,37125
0.4141,37175
0.4198,37172
0.4252,37187
0.4309,37256
0.4363,36902
0.4421,36896
0.4475,36906
0.4532,36794
0.4586,36844
0.4643,36930
0.4697,36974
0.4753,36881
0.4807,36860
0.4864,36816
0.4919,36681
0.4976,36694
0.503,36518
0.5087,36700
0.5141,36616
0.5198,36650
0.5252,36607
0.5309,36698
0.5363,36810
0.542,36746
0.5474,36582
0.5532,36572
0.5586,36662
0.5643,36628
0.5697,36610
0.5754,36608
0.5808,36631
0.5865,36665
0.5919,36670
0.5976,36682
0.603,36729
0.6087,36761
0.6141,36809
0.6198,36764
0.6252,36833
0.6309,36694
0.6365,36799
0.6419,36767
0.6476,36783
0.653,36778
0.6587,37078
0.6641,37161
0.6698,37078
0.6752,37133
0.6809,37083
0.6863,37098
0.692,37121
0.6974,37085
0.7031,37045
0.7086,37552
0.7142,37550
0.7197,37640
0.7253,37679
0.7307,37708
0.7364,37596
0.7419,37620
0.7475,37670
0.753,37698
0.7586,37745
0.7641,38491
0.7698,38562
0.7752,38454
0.7809,38443
0.7863,38467
0.792,38603
0.7974,38558
0.803,38477
0.8087,38626
0.8142,39695
0.8199,39693
0.8253,39684
0.831,39704
0.8364,39694
0.8421,39708
0.8475,39683
0.8532,39680
0.8586,39743
0.8643,39733
0.8698,40982
0.8754,41221
0.8808,41149
0.8865,41251
0.8919,41247
0.8976,41239
0.903,41289
0.9087,41118
0.9141,41229
0.9198,41220
0.9253,43296
0.931,43242
0.9364,43206
0.942,43260
0.9474,43262
0.9531,43249
0.9585,43315
0.9642,43226
0.9697,43299
0.9753,43305
0.9808,44967
0.9865,45880
0.9919,45871
0.9976,45916
1.003,45896
1.0087,45868
1.0142,45977
1.0199,45868
1.0253,45960
1.0308,47122
1.0365,49286
1.0419,49264
1.0476,49302
1.053,49324
1.0587,49296
1.0641,49306
1.0698,49291
