Experiment: T3_Aug_19_pumped_od_cal_expt vial 5, Thu Aug 19 18:27:13 2021
0.0032,41061
0.0086,41074
0.0143,41042
0.0197,41091
0.0254,41066
0.0308,41020
0.0365,41040
0.0419,41068
0.0476,41084
0.053,41025
0.0585,40289
0.0642,40339
0.0696,40269
0.0753,40217
0.081,40291
0.0864,40285
0.0921,40322
0.0974,40265
0.1031,40262
0.1085,39775
0.1142,39814
0.1196,39834
0.1252,39760
0.1309,39748
0.1363,39731
0.142,39773
0.1474,39768
0.153,39828
0.1587,39687
0.1642,39162
0.1699,39120
0.1753,39090
0.1808,39055
0.1865,39099
0.1919,39062
0.1976,39170
0.203,39147
0.2086,39117
0.2141,39131
0.2198,38640
0.2252,38762
0.2309,38747
0.2363,38861
0.242,38798
0.2474,38865
0.2531,38792
0.2588,38854
0.2642,38844
0.2697,38384
0.2754,38301
0.2808,38372
0.2865,38391
0.2919,38402
0.2976,38415
0.303,38312
0.3087,38410
0.3141,38438
0.3198,38414
0.3253,37937
0.3307,38045
0.3364,37986
0.3421,37962
0.3474,38013
0.3531,37941
0.3586,37907
0.3643,38023
0.3697,37955
0.3754,38084
0.3808,37775
0.3865,37736
0.3919,37650
0.3976,37765
0.403,37838
0.4087,37787
0.4141,37738
0.4198,37725
0.4252,37692
0.4309,37806
0.4363,37500
0.4421,37507
0.4475,37573
0.4532,37536
0.4586,37469
0.4643,37588
0.4697,37519
0.4753,37561
0.4807,37561
0.4864,37546
0.4919,37573
0.4976,37567
0.503,37505
0.5087,37576
0.5141,37525
0.5198,37594
0.5252,37449
0.5309,37632
0.5363,37700
0.542,37573
0.5474,37716
0.5532,37740
0.5586,37754
0.5643,37590
0.5697,37761
0.5754,37697
0.5808,37620
0.5865,37700
0.5919,37695
0.5976,37687
0.603,37825
0.6087,37958
0.6141,37889
0.6198,37989
0.6252,37916
0.6309,38031
0.6365,38075
0.6419,37862
0.6476,38016
0.653,37968
0.6587,38443
0.6641,38540
0.6698,38417
0.6752,38415
0.6809,38518
0.6863,38447
0.692,38496
0.6974,38511
0.7031,38444
0.7086,39166
0.7142,39250
0.7197,39118
0.7253,39352
0.7307,39241
0.7364,39289
0.7419,39264
0.7475,39284
0.753,39464
0.7586,39430
0.7641,40118
0.7698,40398
0.7752,40435
0.7809,40359
0.7863,40346
0.792,40361
0.7974,40420
0.803,40399
0.8087,40405
0.8142,41721
0.8199,41872
0.8253,41840
0.831,41814
0.8364,41834
0.8421,41784
0.8475,41772
0.8532,41839
0.8586,41862
0.8643,41840
0.8698,43372
0.8754,43556
0.8808,43592
0.8865,43498
0.8919,43444
0.8976,43536
0.903,43563
0.9087,43563
0.9141,43456
0.9198,43505
0.9253,44460
0.931,45583
0.9364,45602
0.942,45550
0.9474,45589
0.9531,45668
0.9585,45719
0.9642,45645
0.9697,45628
0.9753,45706
0.9808,47314
0.9865,48186
0.9919,48134
0.9976,48170
1.003,48158
1.0087,48187
1.0142,48148
1.0199,48213
1.0253,48187
1.0308,49258
1.0365,51048
1.0419,51144
1.0476,51140
1.053,51153
1.0587,51175
1.0641,51188
1.0698,51129
