Experiment: Mar_29_Phage_osmo_expt vial 14, Mon Mar 29 18:22:56 2021
0.0053,59517
0.0085,59516
0.0141,59516
0.0197,59519
0.0251,59520
0.0307,59518
0.0363,59519
0.0419,59521
0.0473,59522
0.053,59519
0.0586,59522
0.064,59520
0.0696,59514
0.0752,59518
0.0808,59518
0.0862,59520
0.0918,59519
0.0974,59518
0.103,59518
0.1084,59520
0.114,59517
0.1197,59516
0.1251,59521
0.1308,59520
0.1361,59521
0.1418,59518
0.1474,59519
0.1531,59518
0.1584,59521
0.164,59522
0.1697,59523
0.175,59521
0.1807,59520
0.1863,59523
0.192,59521
0.1973,59522
0.203,59521
0.2086,59519
0.214,59522
0.2196,59521
0.2253,59520
0.2309,59521
0.2362,59519
0.2419,59517
0.2475,59520
0.2529,59520
0.2585,59517
0.2641,59518
0.2695,59522
0.2751,59521
0.2808,59519
0.2864,59518
0.2917,59521
0.2974,59517
0.303,59518
0.3084,59518
0.314,59517
0.3197,59519
0.3253,59523
0.3307,59519
0.3363,59517
0.342,59519
0.3473,59519
0.3529,59519
0.3586,59518
0.3642,59522
0.3696,59520
0.3752,59522
0.3808,59522
0.3862,59518
0.3918,59519
0.3975,59517
0.4031,59518
0.4085,59520
0.4141,59518
0.4197,59519
0.4251,59518
0.4307,59519
0.4364,59518
0.4417,59518
0.4474,59517
0.453,59519
0.4586,59521
0.464,59517
0.4697,59520
0.4753,59517
0.4807,59519
0.4863,59518
0.4919,59516
0.4973,59517
0.5029,59518
0.5086,59521
0.5139,59520
0.5196,59521
0.5252,59520
0.5307,59520
0.5363,59519
0.5419,59519
0.5476,59518
0.5529,59520
0.5586,59518
0.5642,59518
0.5696,59516
0.5752,59517
0.5808,59518
0.5865,59516
0.5918,59516
0.5975,59516
0.6028,59518
0.6085,59520
0.6141,59514
0.6197,59516
0.6251,59515
0.6308,59518
0.6364,59519
0.6418,59519
0.6474,59519
0.653,59514
0.6586,59516
0.664,59517
0.6696,59515
0.6753,59519
0.6809,59516
0.6863,59518
0.6919,59517
0.6975,59517
0.7029,59516
0.7085,59517
0.7142,59519
0.7198,59518
0.7252,59518
0.7308,59519
0.7364,59514
0.7418,59520
0.7473,59515
0.7529,59518
0.7586,59517
0.7642,59518
0.7696,59518
0.7751,59522
0.7807,59521
0.7864,59519
0.792,59520
0.7974,59519
0.8029,59519
0.8085,59517
0.8142,59516
0.8195,59518
0.8252,59518
0.8307,59516
0.8363,59518
0.842,59517
0.8473,59517
0.853,59520
0.8585,59518
0.8642,59519
0.8695,59515
0.8752,59516
0.8808,59520
0.8863,59516
0.892,59517
0.8973,59519
0.903,59517
0.9086,59516
0.9141,59516
0.9198,59515
0.9251,59518
0.9308,59513
0.9364,59518
0.9418,59521
0.9474,59521
0.9531,59519
0.9585,59520
0.9641,59519
0.9697,59521
0.9754,59516
0.9807,59521
0.9863,59517
0.992,59519
0.9973,59519
1.003,59520
1.0086,59518
1.014,59517
1.0196,59517
1.0253,59521
1.0306,59519
1.0363,59522
1.0419,59521
1.0475,59520
1.0529,59518
1.0586,59516
1.0642,59518
1.0695,59515
1.0752,59519
1.0808,59517
1.0862,59518
1.0918,59518
1.0975,59518
1.1031,59520
1.1085,59521
1.1141,59516
1.1197,59517
1.1251,59516
1.1307,59514
1.1363,59515
1.142,59519
1.1474,59515
1.153,59518
1.1586,59514
1.164,59519
1.1696,59514
1.1753,59516
1.1809,59519
1.1863,59516
1.1919,59514
1.1975,59513
1.2029,59512
1.2085,59516
1.2141,59517
1.2198,59517
1.2251,59518
1.2308,59518
1.2364,59513
1.2418,59518
1.2474,59515
1.253,59516
1.2584,59515
1.264,59514
1.2697,59518
1.2753,59517
1.2807,59515
1.2863,59518
1.2919,59517
1.2973,59516
1.3029,59515
1.3086,59517
1.3142,59521
1.3196,59517
1.3252,59515
1.3308,59515
1.3362,59515
1.3418,59518
1.3475,59517
1.3531,59517
1.3585,59515
1.3641,59515
1.3697,59516
1.3751,59514
1.3807,59516
1.3864,59517
1.392,59519
1.3974,59514
1.403,59518
1.4086,59518
1.4143,59514
1.4196,59514
1.4253,59513
1.4306,59515
1.4363,59515
1.4419,59515
1.4476,59516
1.4529,59517
1.4586,59516
1.4643,59516
1.4696,59518
1.4752,59514
1.4809,59517
1.4862,59514
1.4919,59513
1.4975,59514
1.5029,59514
1.5085,59516
1.5141,59519
1.5198,59517
1.5251,59516
1.5308,59516
1.5364,59514
1.542,59515
1.5474,59515
1.553,59517
1.5586,59519
1.564,59516
1.5697,59516
1.5753,59518
1.5807,59516
1.5863,59518
1.5919,59515
1.5976,59515
1.603,59517
1.6086,59514
1.614,59513
1.6196,59514
1.6253,59511
1.6309,59514
1.6363,59513
1.6419,59515
1.6475,59515
1.6529,59517
1.6585,59515
1.6642,59516
1.6698,59515
1.6752,59517
1.6808,59514
1.6864,59518
1.6918,59514
1.6974,59516
1.7031,59512
1.7084,59517
1.7141,59512
1.7197,59516
1.7253,59515
1.7307,59518
1.7363,59514
1.742,59515
1.7473,59512
1.7529,59511
1.7586,59514
1.7642,59514
1.7696,59514
1.7752,59514
1.7809,59514
1.7862,59509
1.7919,59513
1.7975,59514
1.8031,59515
1.8085,59515
1.8141,59512
1.8198,59513
1.8251,59513
1.8308,59512
1.8364,59514
1.842,59516
1.8474,59515
1.8531,59518
1.8584,59517
1.8641,59517
1.8697,59512
1.8753,59516
1.8807,59516
1.8863,59513
1.892,59514
1.8976,59514
1.9029,59514
1.9086,59512
1.9142,59513
1.9196,59516
1.9252,59510
1.9308,59512
1.9365,59513
1.9418,59515
1.9475,59512
1.9531,59511
1.9585,59512
1.9641,59511
1.9698,59512
1.9754,59512
1.9807,59511
1.9864,59512
1.9918,59517
1.9974,59518
2.0031,59514
2.0085,59515
2.0141,59514
2.0197,59512
2.0253,59513
2.0307,59513
2.0364,59510
2.042,59510
2.0474,59511
2.053,59512
2.0586,59509
2.064,59510
2.0696,59510
2.0753,59512
2.0807,59511
2.0863,59511
2.0919,59511
2.0976,59507
2.103,59508
2.1086,59509
2.1142,59509
2.1196,59508
2.1252,59512
2.1309,59510
2.1362,59513
2.1419,59510
2.1475,59511
2.1529,59512
2.1585,59509
2.1642,59506
2.1698,59508
2.1751,59509
2.1808,59508
2.1864,59507
2.1921,59509
2.1974,59511
2.2031,59511
2.2087,59509
2.2141,59509
2.2197,59509
2.2253,59507
2.2307,59507
2.2363,59508
2.242,59512
2.2473,59509
2.253,59508
2.2586,59506
2.2642,59509
2.2696,59508
2.2753,59507
2.2809,59510
2.2863,59509
2.2919,59510
2.2974,59509
2.303,59511
2.3087,59510
2.314,59513
2.3197,59513
2.3252,59508
2.3308,59508
2.3365,59508
2.3418,59509
2.3474,59509
2.353,59510
2.3586,59508
2.3643,59508
2.3696,59510
2.3753,59511
2.3808,59510
2.3864,59506
2.3921,59508
2.3974,59512
2.4031,59507
2.4086,59508
2.4142,59508
2.4196,59510
2.4252,59510
2.4309,59507
2.4364,59508
2.442,59511
2.4474,59507
2.453,59510
2.4587,59507
2.464,59507
2.4697,59509
2.4753,59507
2.4807,59509
2.4863,59507
2.4919,59510
2.4976,59507
2.503,59509
2.5086,59509
2.5142,59507
2.5196,59505
2.5253,59509
2.5309,59511
2.5363,59508
2.5419,59512
2.5476,59511
2.5529,59510
2.5585,59512
2.5642,59509
2.5696,59512
2.5752,59508
2.5808,59511
2.5865,59509
2.5918,59510
2.5975,59509
2.6031,59511
2.6085,59509
2.6141,59508
2.6198,59508
2.6251,59509
2.6307,59508
2.6364,59508
2.642,59507
2.6474,59511
2.653,59512
2.6587,59513
2.664,59511
2.6697,59510
2.6754,59509
2.6807,59512
2.6863,59511
2.692,59506
2.6974,59507
2.703,59511
2.7086,59509
2.714,59510
2.7196,59510
2.7253,59509
2.7309,59513
2.7363,59512
2.7419,59509
2.7473,59507
