Experiment: Mar_29_Phage_osmo_expt vial 15, Mon Mar 29 18:22:56 2021
0.0053,172
0.0085,170
0.0141,171
0.0197,171
0.0251,169
0.0307,171
0.0363,173
0.0419,174
0.0473,174
0.053,174
0.0586,176
0.064,174
0.0696,171
0.0752,171
0.0808,173
0.0862,170
0.0918,173
0.0974,172
0.103,173
0.1084,172
0.114,171
0.1197,172
0.1251,172
0.1308,170
0.1361,171
0.1418,169
0.1474,172
0.1531,173
0.1584,173
0.164,173
0.1697,173
0.175,172
0.1807,174
0.1863,173
0.192,174
0.1973,174
0.203,174
0.2086,171
0.214,172
0.2196,176
0.2253,171
0.2309,172
0.2362,172
0.2419,172
0.2475,172
0.2529,173
0.2585,173
0.2641,174
0.2695,170
0.2751,173
0.2808,174
0.2864,171
0.2917,173
0.2974,172
0.303,170
0.3084,171
0.314,169
0.3197,171
0.3253,172
0.3307,170
0.3363,168
0.342,171
0.3473,174
0.3529,170
0.3586,173
0.3642,173
0.3696,171
0.3752,173
0.3808,172
0.3862,173
0.3918,172
0.3975,170
0.4031,171
0.4085,172
0.4141,170
0.4197,171
0.4251,171
0.4307,171
0.4364,171
0.4417,172
0.4474,173
0.453,172
0.4586,173
0.464,171
0.4697,172
0.4753,173
0.4807,172
0.4863,173
0.4919,170
0.4973,171
0.5029,171
0.5086,174
0.5139,170
0.5196,172
0.5252,173
0.5307,174
0.5363,171
0.5419,174
0.5476,172
0.5529,172
0.5586,170
0.5642,172
0.5696,173
0.5752,172
0.5808,171
0.5865,169
0.5918,171
0.5975,173
0.6028,174
0.6085,171
0.6141,172
0.6197,173
0.6251,172
0.6308,172
0.6364,173
0.6418,170
0.6474,176
0.653,172
0.6586,172
0.664,172
0.6696,171
0.6753,170
0.6809,170
0.6863,172
0.6919,173
0.6975,173
0.7029,172
0.7085,171
0.7142,173
0.7198,171
0.7252,171
0.7308,172
0.7364,169
0.7418,170
0.7473,166
0.7529,172
0.7586,170
0.7642,173
0.7696,171
0.7751,173
0.7807,174
0.7864,173
0.792,172
0.7974,173
0.8029,173
0.8085,171
0.8142,174
